Temperature,Humidity,Soil Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorus,Fertilizer
23.86,63.76,27.64,Sandy Loam,Coriander,29.61,23.66,23.52,Urea
29.85,58,48.39,Sandy Loam,Coriander,28.83,9.9,22.22,MOP
22.35,60.19,27.48,Clay,Coriander,10.24,25.83,25.06,15-15-15
24.37,64.29,28.13,Loamy,Coriander,29.14,22.52,22.67,Urea
16.33,46.58,21.48,Sandy Loam,Coriander,21.4,16.4,15.95,15-15-15
17.4,43.27,21.72,Sandy Loam,Coriander,20.27,17.28,16.79,15-15-15
15.56,46.15,21.08,Sandy Loam,Coriander,20.13,16.61,15.55,15-15-15
18.2,47.61,23.51,Loamy,Coriander,24.47,17.79,18.45,DAP
20.18,60.63,27.16,Sandy Loam,Coriander,25.89,22.29,21.32,MOP
15.41,46.75,21.02,Sandy Loam,Coriander,21.54,16.78,17.38,15-15-15
31.17,36.56,45.08,Loamy,Coriander,-0.83,15.85,27.69,15-15-15
19.01,81.49,33.05,Sand,Coriander,5.55,27.44,36.9,MOP
18.05,49.99,22.51,Loamy,Coriander,22.72,19.33,18.74,DAP
21.34,56.24,26.88,Sandy Loam,Coriander,26.28,21.49,20.96,MOP
24.47,65.18,29.33,Sandy Loam,Coriander,28.61,23.01,24.25,Urea
15.4,42.64,21.92,Sandy Loam,Coriander,22.33,15.67,15.16,15-15-15
23.12,62.78,27.65,Loamy,Coriander,28.36,24.72,24.17,Urea
18.03,53.4,23.53,Loamy,Coriander,23.91,19.16,19.39,DAP
20.55,61.44,27.23,Loamy,Coriander,27,21.48,20.71,MOP
29.99,76.56,42.95,Sand,Coriander,-3.96,23.51,24.66,15-15-15
28.72,44.47,36.8,Sand,Coriander,4.7,25.26,38.07,MOP
38.28,41.24,31.74,Loamy,Coriander,0.77,30.95,40.58,DAP
35.16,75.18,10.62,Loamy,Coriander,-2.93,7.78,44.33,Urea
20.58,60.47,26.43,Loamy,Coriander,27.32,20.03,22.24,MOP
24.86,69.98,28.73,Sandy Loam,Coriander,28.02,22.89,24.11,Urea
34.69,61.24,33.93,Sand,Coriander,13.87,22.52,28.07,DAP
21.79,57.27,26.03,Loamy,Coriander,26.1,21.09,21.37,MOP
15.11,45.81,22.03,Sandy Loam,Coriander,21.13,17.02,17.2,15-15-15
24.69,67.63,28.66,Sandy Loam,Coriander,28.27,24.57,22.75,Urea
23.16,68.26,29.3,Sandy Loam,Coriander,28.51,23.54,23.81,Urea
19.84,48.72,24.24,Sandy Loam,Coriander,23.4,18,18.47,DAP
24.25,65.77,28.84,Loamy,Coriander,29.8,22.83,24.55,Urea
32.94,39.47,40.08,Sandy Loam,Coriander,-0.66,34.71,39.1,Urea
18.04,49.68,23.57,Sandy Loam,Coriander,22.65,19.27,19.29,DAP
17.8,52.18,22.67,Sandy Loam,Coriander,24.27,18.66,19.01,DAP
20.87,89.03,17.04,Sand,Coriander,9.74,20.79,42.46,MOP
20.86,56.84,25.98,Loamy,Coriander,25.06,21.3,22.08,MOP
31.33,66.24,21.58,Sand,Coriander,13.71,34.59,18.91,MOP
38.14,51.53,26.2,Sandy Loam,Coriander,-2.62,23.77,18.1,Urea
18.22,48.82,23.69,Loamy,Coriander,22.99,18.11,19.78,DAP
30.48,69.66,25.45,Sand,Coriander,24.54,27.63,30.86,Urea
17.19,42.97,22.07,Sandy Loam,Coriander,20.63,17.33,16.72,15-15-15
19.49,48.3,24.57,Loamy,Coriander,23.38,18.94,18.92,DAP
18.09,47.73,22.8,Loamy,Coriander,23.58,19.72,19.73,DAP
21.62,59.06,27.07,Loamy,Coriander,27.4,20.43,21.28,MOP
15.6,41.41,21.07,Sandy Loam,Coriander,22.27,15.29,15.7,15-15-15
21.47,62.44,25.23,Sandy Loam,Coriander,27.39,20.54,20.45,MOP
19.92,50.46,23.75,Loamy,Coriander,24.23,19.46,19.64,DAP
25.65,63.12,32.86,Clay,Coriander,-6.6,19.06,29.02,DAP
22.25,57.78,26.89,Sandy Loam,Coriander,25.84,22.11,21.97,MOP
22.31,57.75,25.2,Loamy,Coriander,25.14,21.16,20.09,MOP
16.63,41.99,22.33,Sandy Loam,Coriander,21.07,16.87,17.31,15-15-15
35.03,55.04,49.34,Loamy,Coriander,-0.41,29.53,43.27,Urea
15.49,41.23,20.19,Sandy Loam,Coriander,20.63,16.93,15.15,15-15-15
24.28,66.49,29.25,Sandy Loam,Coriander,28.64,23.23,22.73,Urea
20.91,60.1,26.08,Sandy Loam,Coriander,25.3,20.55,20.18,MOP
21.8,57.05,26.43,Loamy,Coriander,25.46,20.77,20.41,MOP
24.09,62.62,29.2,Loamy,Coriander,29.65,23.28,23.94,Urea
19.17,51.6,22.79,Loamy,Coriander,22.97,19.94,19.33,DAP
15.91,41.96,21.57,Sandy Loam,Coriander,22.15,16.95,16.97,15-15-15
22.21,55.66,27.04,Loamy,Coriander,26.06,21.64,20.29,MOP
16.44,43.61,20.17,Loamy,Coriander,20.43,17.07,15.32,15-15-15
15.48,45.52,21.63,Sandy Loam,Coriander,21.81,17.19,16.03,15-15-15
17.83,52.35,24.29,Sandy Loam,Coriander,24.52,17.96,19.87,DAP
20.96,62.36,27.24,Loamy,Coriander,26.42,21.25,21.44,MOP
15.76,43.69,22.34,Loamy,Coriander,21.47,16.15,15.39,15-15-15
21.94,56.36,27.14,Loamy,Coriander,25.16,21.2,21.87,MOP
24.43,64.4,28.35,Sandy Loam,Coriander,29.28,23.51,24.99,Urea
27.15,75.79,28.98,Clay,Coriander,20.78,29.27,33.19,Urea
18.49,54.57,23.88,Loamy,Coriander,24.82,19.49,19.05,DAP
16.11,41.87,22.12,Sandy Loam,Coriander,22.39,16.27,16.73,15-15-15
19.79,50.46,23.03,Sandy Loam,Coriander,23.25,19.08,17.83,DAP
20.69,59.55,26.49,Loamy,Coriander,26.22,20.24,20.49,MOP
30.67,59.26,40.64,Loamy,Coriander,15.53,23.7,25.86,MOP
18.1,49.23,24.51,Loamy,Coriander,22.9,18.7,18.62,DAP
15.64,44.08,22.5,Sandy Loam,Coriander,22.41,15.37,15.72,15-15-15
16.04,47.08,20.91,Loamy,Coriander,20.7,16.4,16.52,15-15-15
39.93,76.82,23.02,Sand,Coriander,2.98,25.98,39.49,MOP
17.15,40.82,21.6,Loamy,Coriander,21.5,15.5,16.17,15-15-15
23.85,67.01,29.67,Sandy Loam,Coriander,29.52,24,22.73,Urea
23.22,62.81,28.55,Loamy,Coriander,29.65,23.67,24.1,Urea
20.84,60.28,25.35,Loamy,Coriander,27.34,21.79,20.33,MOP
39.68,50.77,44.99,Clay,Coriander,29.87,18.89,20.38,MOP
20.2,56.17,26.8,Sandy Loam,Coriander,26.88,20.58,20.59,MOP
20.01,55.36,25.87,Sandy Loam,Coriander,26.5,22.24,21.46,MOP
21.83,56.92,26.4,Sandy Loam,Coriander,26.91,20.27,20.91,MOP
36.41,64.78,43.27,Sandy Loam,Coriander,14.58,11.78,22.58,15-15-15
24.42,66.25,29.18,Loamy,Coriander,29.34,23.91,23.68,Urea
18.45,52.31,23.83,Loamy,Coriander,22.97,18.84,19.11,DAP
23.63,64.95,29.99,Loamy,Coriander,28.53,24.59,23.05,Urea
18.37,72.32,20.74,Loamy,Coriander,-5.63,15.02,23.7,MOP
17.57,49.27,22.94,Loamy,Coriander,23.37,17.81,18.3,DAP
35.41,73.42,14.04,Clay,Coriander,12.59,18.47,44.39,MOP
21.89,55.37,27.13,Sandy Loam,Coriander,25.29,22.36,22.33,MOP
18.2,54.58,24.95,Loamy,Coriander,22.78,19.72,18.82,DAP
17.34,40.97,21.55,Loamy,Coriander,20.92,17.12,15.77,15-15-15
18.9,53.72,23,Sandy Loam,Coriander,24.58,19.84,18.79,DAP
23.94,67.24,28.2,Sandy Loam,Coriander,27.6,23.26,22.96,Urea
17.17,70.92,48.66,Loamy,Coriander,27.96,20.9,20.14,Urea
15.13,44.01,20.24,Loamy,Coriander,21.75,17.05,16.23,15-15-15
34.17,32.67,44.55,Loamy,Coriander,-1.69,18.81,24.37,MOP
17.51,48.57,24.3,Sandy Loam,Coriander,23.55,19.61,17.85,DAP
15.3,42.84,20.07,Loamy,Coriander,20.18,17.3,15.82,15-15-15
16.58,46.49,21.8,Sandy Loam,Coriander,21.88,16.92,15.37,15-15-15
22.73,69.11,27.92,Loamy,Coriander,29.84,24.02,23.65,Urea
34.31,78.65,28.75,Clay,Coriander,-7.22,18.83,20.41,DAP
39.27,69.59,24.01,Clay,Coriander,21.66,29.05,19.27,DAP
19.72,50.97,23.15,Sandy Loam,Coriander,22.7,19.9,19.44,DAP
19.6,51,24.71,Sandy Loam,Coriander,24.54,19.43,18.36,DAP
24.66,68.67,28.74,Sandy Loam,Coriander,28.34,23.78,24.29,Urea
28.36,35.07,18.02,Sandy Loam,Cotton (Lint),69.57,72.68,46.85,20-20-20
29.02,39.69,20.85,Sandy Loam,Cotton (Lint),77.73,79.35,51.06,Urea
30.23,41.89,20.54,Sandy Loam,Cotton (Lint),78.59,77.05,48.02,Urea
25.48,32.85,16.04,Sandy Loam,Cotton (Lint),67.47,65.33,43.1,30-15-15
29.36,39.3,20.66,Loam,Cotton (Lint),80.02,83.56,49.72,Urea
25.23,30.69,15.16,Loam,Cotton (Lint),61.47,67.02,42.52,30-15-15
30.21,38.28,20.28,Loam,Cotton (Lint),81.77,83.15,49.97,Urea
34.51,47.29,23.28,Clay Loam,Cotton (Lint),98.31,93.61,57.59,MOP
35.8,36.81,39.22,Clay,Cotton (Lint),-6.44,15.05,23.69,Urea
34.62,45.59,39.54,Sandy Loam,Cotton (Lint),14.33,17.58,43.75,MOP
25.14,30.68,15.03,Loam,Cotton (Lint),65.23,60.74,41.97,30-15-15
27.86,34.45,17.66,Sandy Loam,Cotton (Lint),72.35,70.79,45.72,20-20-20
32.54,44.8,22.97,Clay Loam,Cotton (Lint),84.44,88.91,54.84,DAP
34.78,46.28,24.74,Sandy Loam,Cotton (Lint),95.97,97.56,58.24,MOP
28.23,37.77,18.85,Sandy Loam,Cotton (Lint),70.45,71.62,44.49,20-20-20
29.29,39.51,20.34,Loam,Cotton (Lint),79.42,83.36,51.23,Urea
30.71,39.15,20.72,Clay Loam,Cotton (Lint),81.86,79.46,48.45,Urea
27.45,35.99,17.12,Sandy Loam,Cotton (Lint),75.95,70.59,45.5,20-20-20
32.95,44.57,22.02,Clay Loam,Cotton (Lint),85.55,88.18,53.88,DAP
33.08,46.53,23.25,Sandy Loam,Cotton (Lint),95.1,98.85,57.52,MOP
15.12,87.07,31.54,Clay,Cotton (Lint),14.79,33.88,41.5,Urea
26.42,30.56,16.72,Sandy Loam,Cotton (Lint),65.74,64.13,42.19,30-15-15
18.49,88.71,26.97,Clay,Cotton (Lint),11.53,8.43,42.28,30-15-15
28.3,36.8,18.26,Clay Loam,Cotton (Lint),73.95,75.63,45.1,20-20-20
31.2,44.4,22.98,Clay Loam,Cotton (Lint),91.01,85.45,54.66,DAP
31.56,45.23,21.61,Clay Loam,Cotton (Lint),91.59,84.51,52.91,DAP
27.43,41.96,18.74,Clay,Cotton (Lint),-1.5,5.7,32.7,20-20-20
30.66,41.48,19.02,Sandy Loam,Cotton (Lint),76.55,83.51,48.8,Urea
25.82,30.86,15.1,Clay Loam,Cotton (Lint),66.59,64.76,40.47,30-15-15
28.21,85.54,25.81,Loam,Cotton (Lint),14.84,30.08,35.82,30-15-15
26.25,33.64,16.17,Sandy Loam,Cotton (Lint),66.05,67.49,40.7,30-15-15
34.77,46.36,24.82,Loam,Cotton (Lint),95.35,99.36,56.07,MOP
31.98,43.53,21.57,Sandy Loam,Cotton (Lint),84.4,91.22,53.56,DAP
27.4,35.48,18.38,Loam,Cotton (Lint),73.07,69.32,47.78,20-20-20
26.52,33.29,15.32,Loam,Cotton (Lint),64.48,62.74,42.69,30-15-15
32.85,42.88,22.07,Clay Loam,Cotton (Lint),86.33,87.32,55.08,DAP
27.2,36.57,17.7,Loam,Cotton (Lint),70.23,74.31,47.36,20-20-20
30.97,41.99,20.43,Clay Loam,Cotton (Lint),77.15,80.04,49.44,Urea
30.03,41.53,19.79,Sandy Loam,Cotton (Lint),80.26,76.37,50.11,Urea
30.53,39.91,19.75,Sandy Loam,Cotton (Lint),77.85,76.11,48.11,Urea
34.91,49.47,23.7,Loam,Cotton (Lint),92.02,93.66,57.87,MOP
25.61,31.84,15.69,Loam,Cotton (Lint),63.66,60.13,42.73,30-15-15
28.95,36.14,18.97,Sandy Loam,Cotton (Lint),74.12,75.4,44.19,20-20-20
26.85,30.55,15.34,Clay Loam,Cotton (Lint),60.93,60.4,40.4,30-15-15
25.86,31.61,15.09,Sandy Loam,Cotton (Lint),60.77,66.24,40.14,30-15-15
25.65,31.26,16.76,Clay Loam,Cotton (Lint),60.41,62.08,41.88,30-15-15
32.4,45.6,22.91,Loam,Cotton (Lint),84.77,89.23,55.52,DAP
27.89,65.23,13.44,Clay,Cotton (Lint),11.24,13.13,29.16,20-20-20
27.19,35.09,17.75,Sandy Loam,Cotton (Lint),74.46,72.48,44.44,20-20-20
31.8,45.37,22.13,Clay Loam,Cotton (Lint),88.43,84.43,52.89,DAP
25.14,32.99,16.62,Loam,Cotton (Lint),61.77,62.08,41.85,30-15-15
29.65,38.05,19.05,Sandy Loam,Cotton (Lint),78.11,82.41,50.79,Urea
26.05,32.29,15.16,Clay Loam,Cotton (Lint),60.3,61.61,43.62,30-15-15
30.8,40.06,19.26,Sandy Loam,Cotton (Lint),82.98,82.1,49.73,Urea
28.16,37.27,18.11,Clay Loam,Cotton (Lint),70.84,68.14,46.66,20-20-20
30.67,39.16,19.09,Sandy Loam,Cotton (Lint),83.48,83.03,48.01,Urea
28.47,34.54,17.06,Sandy Loam,Cotton (Lint),75.87,75.74,46.34,20-20-20
29.83,38.06,19.53,Sandy Loam,Cotton (Lint),78.99,77.07,48.82,Urea
27.78,34.89,18.87,Sandy Loam,Cotton (Lint),75.48,69.72,44.49,20-20-20
25.78,30.77,16.18,Loam,Cotton (Lint),64.04,60.3,42.1,30-15-15
30.75,82.72,16.9,Sandy Loam,Cotton (Lint),2.91,27.34,42.91,MOP
30.02,41.33,19.15,Loam,Cotton (Lint),77.16,83.37,48.43,Urea
34.11,46.27,23.87,Sandy Loam,Cotton (Lint),92.37,95.52,59.8,MOP
28.53,36.81,18.24,Loam,Cotton (Lint),71.68,72.41,47.78,20-20-20
22.89,67.53,48.19,Clay,Cotton (Lint),11.51,5.87,35.6,DAP
38.54,71.94,21.08,Sandy Loam,Cotton (Lint),-6.31,21.33,23.38,Urea
32.52,42.79,21.84,Loam,Cotton (Lint),86.72,87.32,53.14,DAP
29.42,41.04,20.2,Sandy Loam,Cotton (Lint),81.84,82.26,51.59,Urea
26.4,70.73,31.38,Loam,Cotton (Lint),1.8,21.98,35.2,Urea
32.8,45.38,22.39,Sandy Loam,Cotton (Lint),87.47,89.87,53.8,DAP
29.51,41.83,20.18,Loam,Cotton (Lint),79.19,79.28,51.64,Urea
29.98,39.76,20.88,Loam,Cotton (Lint),77.65,77.51,50.98,Urea
27.69,37.18,18.05,Sandy Loam,Cotton (Lint),68.43,69.25,45.29,20-20-20
26.32,32.44,15.32,Clay Loam,Cotton (Lint),60.47,61.36,43.13,30-15-15
24.15,45.95,41.42,Loam,Cotton (Lint),9.73,34.29,39.26,20-20-20
27.08,35.17,18.89,Clay Loam,Cotton (Lint),71.1,73.91,45.33,20-20-20
37.14,48.14,20.32,Clay Loam,Cotton (Lint),-5.78,18.93,40.58,Urea
29.32,40.16,20.05,Sandy Loam,Cotton (Lint),79.58,80.26,48.85,Urea
32.83,45.08,22.72,Sandy Loam,Cotton (Lint),85.1,86.84,53.15,DAP
25.48,32.19,16.29,Loam,Cotton (Lint),64.07,61,41.4,30-15-15
34.72,47.05,24.89,Loam,Cotton (Lint),92.36,99.11,58.69,MOP
34.98,47.43,24.16,Clay Loam,Cotton (Lint),98.74,92.16,58.02,MOP
33.56,46.52,24.24,Clay Loam,Cotton (Lint),97.96,98.95,57,MOP
17.19,74.19,39.3,Clay,Cotton (Lint),18.93,19.82,22.41,DAP
31.69,49.06,34.58,Clay Loam,Cotton (Lint),28.37,23.83,15.54,DAP
29.42,39.49,19.01,Loam,Cotton (Lint),79.43,78.91,48.82,Urea
25.91,31.76,16.93,Clay Loam,Cotton (Lint),60.56,64.15,42.76,30-15-15
31.75,43.47,22.98,Sandy Loam,Cotton (Lint),86.63,88.58,54.92,DAP
31.1,44.63,22,Clay Loam,Cotton (Lint),84.98,90.05,53.82,DAP
29.41,48.56,32.17,Clay Loam,Cotton (Lint),12.73,23.02,24.39,MOP
34.78,47.18,23.82,Loam,Cotton (Lint),94.74,98.37,59.6,MOP
31.62,45.06,21.84,Sandy Loam,Cotton (Lint),89.46,91.82,53.24,DAP
29.07,38.7,19.15,Clay Loam,Cotton (Lint),82.57,83.22,50.39,Urea
33.12,47.96,23.01,Loam,Cotton (Lint),96.18,95.98,57.79,MOP
34.17,47.56,24.43,Clay Loam,Cotton (Lint),97.1,95.27,56.9,MOP
31.45,45.97,22.08,Clay Loam,Cotton (Lint),88.56,85.64,53.42,DAP
33.64,47.45,23.08,Clay Loam,Cotton (Lint),95.88,99.74,57.29,MOP
23.23,39.22,16.24,Loam,Cotton (Lint),13.68,32.13,41.98,30-15-15
34.1,46.85,24.77,Sandy Loam,Cotton (Lint),92.96,99.7,57.69,MOP
29.09,40.34,19.79,Loam,Cotton (Lint),79.85,76.92,49.53,Urea
32.56,45.1,21.1,Sandy Loam,Cotton (Lint),90.19,91.17,54.58,DAP
26.17,32.91,16.26,Loam,Cotton (Lint),65.65,66.5,43.29,30-15-15
25.57,30.7,15.06,Sandy Loam,Cotton (Lint),64.13,64.88,41.83,30-15-15
31.57,44.67,21.96,Clay Loam,Cotton (Lint),86.04,87.84,53.74,DAP
29.84,38.87,20.49,Loam,Cotton (Lint),76.01,80.72,51.01,Urea
32.18,42.44,21.94,Clay Loam,Cotton (Lint),85.54,87.77,52.1,DAP
16.57,42.25,12.14,Sand,Cotton (Lint),-2.58,25.74,31.03,DAP
34.02,46.28,23.85,Loam,Cotton (Lint),94.97,98.58,56.18,MOP
25.53,33.86,15.38,Sandy Loam,Cotton (Lint),66.08,60.23,40.43,30-15-15
26.38,30.29,15.94,Clay Loam,Cotton (Lint),65.69,67.9,42.21,30-15-15
34.45,49.51,23.04,Sandy Loam,Cotton (Lint),96.08,99.74,57.14,MOP
30.82,41.2,19.14,Loam,Cotton (Lint),81.07,78.79,48.07,Urea
29.84,39.88,19.1,Loam,Cotton (Lint),80.52,77.58,49.27,Urea
26.25,56.72,49.31,Clay Loam,Cotton (Lint),11.5,20.55,22.01,DAP
18.81,73.54,19.02,Loam,Cotton (Lint),24.86,5.83,16.2,30-15-15
30.53,38.35,19.05,Loam,Cotton (Lint),79,82,49.43,Urea
26.83,33.01,15.19,Clay Loam,Cotton (Lint),62.17,62.76,43.95,30-15-15
17.21,45.91,42.6,Loam,Cotton (Lint),22.13,18.52,37.14,DAP
34.01,47.82,24.95,Sandy Loam,Cotton (Lint),94.76,94.27,57.79,MOP
25.76,89.78,34.12,Sandy Loam,Cotton (Lint),18.18,22.72,29.48,30-15-15
32.16,42.35,21.52,Loam,Cotton (Lint),87.05,89.44,52.03,DAP
31.58,42.76,38.64,Clay,Cotton (Lint),14.34,12.55,44.36,MOP
25.47,31.67,15.61,Sandy Loam,Cotton (Lint),60.75,66.01,43.15,30-15-15
25.12,30.35,16.45,Clay Loam,Cotton (Lint),66.82,62.67,40.36,30-15-15
33.75,49.51,24.38,Loam,Cotton (Lint),96.16,98.76,56.28,MOP
33.62,48.6,24.85,Sandy Loam,Cotton (Lint),95.83,95.21,58.22,MOP
25.05,30.87,16.29,Sandy Loam,Cotton (Lint),61.19,67.42,40.65,30-15-15
33.02,83.59,19.49,Clay Loam,Cotton (Lint),25.17,18.19,16.9,MOP
28.88,32.88,25.76,Clay,Cotton (Lint),12.76,28.35,25.84,DAP
32.4,43.78,22.38,Sandy Loam,Cotton (Lint),84.01,87.73,53.37,DAP
33.46,48.38,24.05,Clay Loam,Cotton (Lint),96.41,94.87,59.37,MOP
28.47,37.32,17.67,Sandy Loam,Cotton (Lint),71.41,72.24,44.79,20-20-20
27.32,36.08,17.31,Loam,Cotton (Lint),68.52,75.61,45.38,20-20-20
33.04,49.12,24.07,Clay Loam,Cotton (Lint),93.31,98.16,57.12,MOP
34.95,46.37,23.45,Loam,Cotton (Lint),95.1,96.44,57.78,MOP
26.86,31.06,16.71,Sandy Loam,Cotton (Lint),66.25,67.38,42.56,30-15-15
21.41,48.13,27.47,Loam,Cotton (Lint),24.62,11.7,35.54,MOP
25.25,31.11,15.09,Sandy Loam,Cotton (Lint),65.39,65.6,40.97,30-15-15
28.06,36.34,17.56,Sandy Loam,Cotton (Lint),70.49,70.69,47.07,20-20-20
21.28,71.75,40.02,Clay,Cotton (Lint),18.06,5.8,40.16,30-15-15
31.22,51.32,41.99,Clay Loam,Cotton (Lint),12.89,9.77,33.42,Urea
34.9,48.27,23.91,Clay Loam,Cotton (Lint),97.48,98.44,57.04,MOP
28.14,37.72,17.47,Sandy Loam,Cotton (Lint),71.36,71.46,45.01,20-20-20
31.6,42.45,21.85,Clay Loam,Cotton (Lint),91.76,91.66,53.24,DAP
30.9,41.37,19.47,Loam,Cotton (Lint),82.77,77.9,51.99,Urea
28.05,35.78,17.3,Loam,Cotton (Lint),70.19,70.36,45.84,20-20-20
33.46,46.37,24.66,Clay Loam,Cotton (Lint),99.69,95.5,56.34,MOP
30.79,84.83,17.52,Sand,Cotton (Lint),14.4,30.2,36.89,Urea
20.36,34.21,31.21,Sandy Loam,Cotton (Lint),-5.47,25.51,42.85,MOP
25.37,31.98,15,Sandy Loam,Cotton (Lint),61.22,63.21,42.63,30-15-15
25.53,32.22,15.44,Sandy Loam,Cotton (Lint),64.01,60.47,41.42,30-15-15
25.81,33.35,15.53,Loam,Cotton (Lint),63.73,60.23,41.71,30-15-15
27.26,37.82,17.19,Clay Loam,Cotton (Lint),69.37,68.78,46.67,20-20-20
27.66,34.98,17.11,Loam,Cotton (Lint),75.16,72.81,45.56,20-20-20
34.84,55.29,48.97,Clay Loam,Cotton (Lint),19.81,34.19,30.27,30-15-15
34.28,48.66,24.09,Clay Loam,Cotton (Lint),98.99,98.49,57.07,MOP
28.86,36.73,18.3,Clay Loam,Cotton (Lint),69,75.53,44.54,20-20-20
25.71,32.78,15.41,Loam,Cotton (Lint),60.03,61.75,40.23,30-15-15
30.37,73.06,42.22,Clay Loam,Cotton (Lint),2.37,5.96,16.81,DAP
27.96,34.67,18.99,Sandy Loam,Cotton (Lint),69.49,75.56,44.85,20-20-20
28.34,34.17,19,Sandy Loam,Cotton (Lint),70.71,74.05,47.66,20-20-20
25.47,33.74,16.79,Clay Loam,Cotton (Lint),67.75,61.23,41.44,30-15-15
33.07,47.26,24.3,Sandy Loam,Cotton (Lint),96.32,93.91,57.51,MOP
32.44,44.14,22.65,Clay Loam,Cotton (Lint),90.22,87.99,52.33,DAP
27.31,34.2,17.49,Clay Loam,Cotton (Lint),71.27,71.27,46.93,20-20-20
30.17,87.76,12.1,Sandy Loam,Cotton (Lint),-0.94,12.47,43.01,20-20-20
28.19,34.23,18.94,Loam,Cotton (Lint),75.95,68.67,44.71,20-20-20
27.69,36.66,17.06,Clay Loam,Cotton (Lint),72.87,75.04,44.34,20-20-20
23.93,82.35,14.36,Clay,Cotton (Lint),16.04,27.34,39.58,20-20-20
21.95,89.76,31.19,Loam,Cotton (Lint),4.12,28.39,37.85,DAP
33.06,46.53,23.28,Sandy Loam,Cotton (Lint),95.57,92.29,59.33,MOP
25.05,32.18,15.63,Sandy Loam,Cotton (Lint),60.47,66.54,43.64,30-15-15
30.16,64.89,41.89,Sandy Loam,Cotton (Lint),23.56,22.29,42.24,DAP
32.7,43.39,21.14,Clay Loam,Cotton (Lint),86.06,90.04,53.87,DAP
28.43,37.05,17.44,Sandy Loam,Cotton (Lint),74.62,68.29,44.96,20-20-20
26.75,78.3,34.62,Loam,Cotton (Lint),24.54,32.77,37,DAP
31.03,42.92,21.28,Sandy Loam,Cotton (Lint),91.28,86.42,52.84,DAP
29.57,39.92,19.15,Sandy Loam,Cotton (Lint),78.41,79.07,49.42,Urea
20.02,82.27,16.33,Sandy Loam,Cotton (Lint),-8.64,30.05,27.39,30-15-15
21.36,69,30.07,Sand,Cotton (Lint),27.39,19.37,30.23,30-15-15
35.34,88.66,36.77,Sandy Loam,Cotton (Lint),10.31,34.99,21.65,20-20-20
35,49.4,23.35,Loam,Cotton (Lint),92.85,99.81,58.45,MOP
35.64,71.54,21.83,Sand,Cotton (Lint),16.42,33.59,31.82,30-15-15
29.94,40.79,20.41,Sandy Loam,Cotton (Lint),79.5,79.13,50.81,Urea
33.63,46.37,23.06,Clay Loam,Cotton (Lint),92.89,99.06,58.17,MOP
32.86,42.43,21.84,Clay Loam,Cotton (Lint),85.39,88.82,54.38,DAP
26.82,33.08,15.75,Sandy Loam,Cotton (Lint),66.71,63.24,42.41,30-15-15
37.79,55.7,34.06,Clay Loam,Cotton (Lint),15.63,16.9,44.66,20-20-20
31.61,43.19,21.34,Loam,Cotton (Lint),85.01,85.43,54.56,DAP
36.07,36.7,21.78,Sandy Loam,Cotton (Lint),15.21,19.65,19.56,MOP
29.74,41.21,20.06,Sandy Loam,Cotton (Lint),78.56,83.22,50.51,Urea
29.94,40.86,20.69,Loam,Cotton (Lint),80.68,80.08,50.98,Urea
29.41,82.6,26.2,Sand,Cotton (Lint),13.85,19.54,29.42,Urea
30.78,40.61,19.31,Loam,Cotton (Lint),82.4,79.59,51.78,Urea
33.9,47.02,23.46,Clay Loam,Cotton (Lint),99.37,93.83,58.31,MOP
32.68,44.79,21.77,Sandy Loam,Cotton (Lint),90.01,91.68,55.96,DAP
33.18,65.06,37.67,Sandy Loam,Cotton (Lint),-9.45,21.7,39.94,20-20-20
31.04,68.23,40.81,Clay Loam,Cotton (Lint),-4.32,18.21,40.75,30-15-15
32.87,45.28,22.33,Loam,Cotton (Lint),87.06,87.26,52.56,DAP
31.04,44.29,22.21,Loam,Cotton (Lint),86.65,86.18,53.68,DAP
30.02,39.84,19.75,Sandy Loam,Cotton (Lint),76.07,81.3,50.56,Urea
28.77,37.69,17.8,Clay Loam,Cotton (Lint),72.5,70.12,46.11,20-20-20
32.94,44.92,21.26,Loam,Cotton (Lint),87.32,91.33,53.11,DAP
26.89,86.62,21.28,Sandy Loam,Cotton (Lint),6.53,12.54,33,Urea
28.02,35.9,18.72,Loam,Cotton (Lint),70.84,69.95,46.59,20-20-20
27.91,35.41,18.11,Sandy Loam,Cotton (Lint),72.68,70.51,44.73,20-20-20
28.74,37.8,18.91,Loam,Cotton (Lint),74.91,68.72,46,20-20-20
32.29,43.41,21.07,Clay Loam,Cotton (Lint),89.35,87.8,53.22,DAP
28.68,36.55,18.43,Sandy Loam,Cotton (Lint),68.18,74.19,47.87,20-20-20
26.86,30.31,15.36,Loam,Cotton (Lint),62.62,65.04,42.65,30-15-15
33.29,49.54,23.67,Loam,Cotton (Lint),99.36,94.86,56.01,MOP
30.78,40.05,19.25,Clay Loam,Cotton (Lint),76.63,76.1,48.41,Urea
29.76,38.35,20.66,Loam,Cotton (Lint),80.04,82.44,51.7,Urea
27.7,36.14,17.43,Loam,Cotton (Lint),70.36,75.03,46.92,20-20-20
30.76,38.08,19.72,Loam,Cotton (Lint),76.03,79.61,48.34,Urea
28.01,35.21,18.97,Clay Loam,Cotton (Lint),70.74,69.99,45.58,20-20-20
30.66,40.18,19.26,Sandy Loam,Cotton (Lint),77.06,79,51.06,Urea
